airline_iata,destination_airport_iata,destination_city,destination_country,iso_country,distance_km,carrier_type,gdp_per_capita,gdp_yoy_change,lcc_share,fuel_cost_per_seat_baseline,rf_pred_at_baseline,fuel_elasticity_per_dollar
SQ,MNL,Manila,Philippines,PH,2374.0766097229753,FSC,3984.8315387656,4.751442325156674,0.0,488.88,0.00942032406163689,0.003150218354505392
SQ,CEB,Cebu,Philippines,PH,2422.253140282608,FSC,3984.8315387656,4.751442325156674,0.0,498.8,0.00942032406163689,0.003150218354505392
SQ,DPS,Denpasar,Indonesia,ID,1672.7968607217397,FSC,4925.43048751861,1.0073757638701997,0.0,344.47,0.015002175556609423,0.0027912163915670696
SQ,CGK,Jakarta,Indonesia,ID,883.8199212254927,FSC,4925.43048751861,1.0073757638701997,0.0,182.0,0.015002175556609423,0.0027912163915670696
SQ,RGN,Yangon,Myanmar,MM,1930.3673066121096,FSC,1359.05001560107,10.205456872937969,0.0,397.51,-0.051996011123103925,0.006232190878039598
SQ,HAN,Hanoi,Vietnam,VN,2216.7331455982826,FSC,4717.29028732449,9.111914102671449,0.0,456.48,0.013618459867688308,0.002418558114632631
SQ,SGN,Ho Chi Minh City,Vietnam,VN,1091.5682897540535,FSC,4717.29028732449,9.111914102671449,0.0,224.78,0.013618459867688308,0.002418558114632631
TR,KUL,Kuala Lumpur,Malaysia,MY,296.4123530393128,LCC,11874.4273684245,4.289356294973379,1.0,61.04,0.0814745923446638,-0.0013007616885177403
TR,PEN,Penang,Malaysia,MY,600.9812873968567,LCC,11874.4273684245,4.289356294973379,1.0,123.76,0.0814745923446638,-0.0013007616885177403
TR,IPH,Ipoh,Malaysia,MY,480.1150759761929,LCC,11874.4273684245,4.289356294973379,1.0,98.87,0.0814745923446638,-0.0013007616885177403
TR,LGK,Langkawi,Malaysia,MY,726.8837070789758,LCC,11874.4273684245,4.289356294973379,1.0,149.68,0.0814745923446638,-0.0013007616885177403
TR,BKI,Kota Kinabalu,Malaysia,MY,1430.8856370401872,LCC,11874.4273684245,4.289356294973379,1.0,294.66,0.0814745923446638,-0.0013007616885177403
TR,KCH,Kuching,Malaysia,MY,707.2636325985159,LCC,11874.4273684245,4.289356294973379,1.0,145.64,0.0814745923446638,-0.0013007616885177403
TR,MYY,Miri,Malaysia,MY,1157.6493228452503,LCC,11874.4273684245,4.289356294973379,1.0,238.39,0.0814745923446638,-0.0013007616885177403
TR,SBW,Sibu,Malaysia,MY,893.9661184639224,LCC,11874.4273684245,4.289356294973379,1.0,184.09,0.0814745923446638,-0.0013007616885177403
TR,KBR,Kota Bharu,Malaysia,MY,566.268104801275,LCC,11874.4273684245,4.289356294973379,1.0,116.61,0.0814745923446638,-0.0013007616885177403
TR,KUA,Kuantan,Malaysia,MY,281.82720856711626,LCC,11874.4273684245,4.289356294973379,1.0,58.04,0.0814745923446638,-0.0013007616885177403
TR,MKZ,Malacca,Malaysia,MY,217.67649313719033,LCC,11874.4273684245,4.289356294973379,1.0,44.83,0.0814745923446638,-0.0013007616885177403
TR,CGK,Jakarta,Indonesia,ID,883.8199212254927,LCC,4925.43048751861,1.0073757638701997,1.0,182.0,0.04965810361947885,-0.0016185241548546808
